4778052.17218312	176338.188894015	4207698.94066269
4777959.35960365	176355.191083553	4207655.17325906
4778027.46723126	176338.80796984	4207689.24771409
4777979.10132809	176341.092037948	4207668.31575277
4777999.52943953	176342.895177006	4207691.47262905
4777980.2692016	176352.931140097	4207666.77054335
4777932.23891426	176355.532825502	4207646.10890475
4777999.95614283	176339.554011115	4207680.06290921
4777951.32287352	176342.320189692	4207659.13307433
4778002.10845296	176351.976688395	4207679.31142596
4777997.40983472	176340.064677016	4207680.81656601
4777950.05676799	176339.642829876	4207646.91785491
4777997.92480789	176352.766237783	4207679.22995091
4777950.33741018	176352.509351019	4207644.98626089
4778015.05610107	176340.333750729	4207690.95867237
4777966.02290076	176343.433464031	4207669.71486278
4777918.68620465	176343.479371944	4207635.68277938
4778010.45023046	176342.470255761	4207690.6013792
4777960.51630573	176345.894910891	4207669.01775115
4777912.68794262	176345.959828203	4207634.82405146
4778005.80653647	176341.868213674	4207676.6243013
4777955.75136147	176345.343890328	4207654.98231299
4777905.73365341	176348.828365419	4207633.22773093
4777969.83140218	176337.408725288	4207678.76456141
4777950.86009804	176345.58845373	4207640.45127189
4777901.06149294	176349.303320476	4207618.92285781
4777964.38356846	176338.066017355	4207664.15858065
4777940.82434444	176352.866528704	4207651.06967157
4778003.94402871	176341.774690194	4207696.3767076
4777954.53803331	176342.489618026	4207661.47849845
4777975.24245321	176342.904760865	4207671.20598974
4777926.01009899	176343.812527536	4207636.27926586
4777946.37286613	176344.4125	4207645.66411971
4777964.51817557	176348.286145557	4207667.70607367
4777915.49776726	176349.346256098	4207632.89700298
4777935.85244418	176350.197794444	4207642.38356727
4777929.44597534	176339.97144544	4207642.97961203
4777974.66550856	176355.039462189	4207673.90878185
4777969.44812266	176341.943228415	4207661.52301081
4777945.00431857	176357.483793533	4207648.00224041
4777939.24852935	176344.522485542	4207635.43291665
4778001.54687586	176334.427450037	4207680.13750676
4777974.73929294	176353.395166794	4207679.17698612
4777969.23904459	176340.571567563	4207666.70462217
4777944.20510509	176356.606480925	4207653.08917561
4777938.31906958	176344.014461904	4207640.55297012
4778027.06352441	176345.399355119	4207693.69680947
4777975.07056529	176350.489799436	4207671.30760164
4777966.81714775	176341.203813078	4207671.16500038
4777943.18808463	176354.29002748	4207644.54222111
4777935.13897319	176345.005356662	4207644.40462703
4778024.02907062	176346.579211384	4207697.23140096
4777971.72236675	176352.057927269	4207674.70751279
4777991.94892152	176350.979403758	4207670.26061187
4777982.08218021	176345.322213048	4207683.16385021
4778001.54148079	176344.3344091	4207678.34978153
4777948.30066152	176350.037064861	4207655.28495957
4777966.10625794	176352.342461349	4207663.32726844
4777956.7975374	176343.683077666	4207662.69597593
4777947.7495721	176335.147026509	4207662.19755357
4778035.46052725	176337.618226349	4207714.51239113
4778010.16088639	176351.671926274	4207686.69131595
4778000.84418288	176343.282799248	4207686.0425098
4777975.08056045	176357.335298945	4207658.41389494
4778010.08077439	176334.771268482	4207680.32348225
4777983.02793861	176352.039023997	4207665.6650314
4777973.5645297	176343.960699106	4207665.00843578
4777990.58401459	176347.058150525	4207673.05985882
4777981.09282953	176339.172027355	4207672.46120569
4777998.2581678	176342.429145382	4207680.29079475
4777988.29499847	176334.584170397	4207679.34576056
4777960.92993252	176352.323143682	4207664.51247468
4778021.31720622	176341.447365828	4207694.26739045
4777966.28853887	176348.288002045	4207670.36251693
4778026.38449068	176337.535153364	4207699.9348872
